timestamp,heart_rate
1705617898.001869,74
1705617900.71139,73
1705617901.203496,70
1705617903.913227,69
1705617904.404964,71
1705617907.114451,81
1705617910.316336,94
1705617913.517814,98
1705617919.921017,100
1705617923.122641,105
1705617926.323919,107
1705617929.525592,112
1705617932.727126,114
1705617935.928616,113
1705617942.331788,106
1705617945.533492,103
1705617948.735094,102
