timestamp,speed,distance
19.712890625,30.24,90.44
22.9921875,30.36,90.72
23.751953125,30.24,90.78
26.953125,31.1,91.06
30.1591796875,31.05,91.33
30.912109375,30.51,91.4
34.0986328125,31.24,91.67
37.2998046875,31.1,91.95
38.26953125,31.58,92.04
41.41796875,31.62,92.31
44.6318359375,30.97,92.59
47.8896484375,30.56,92.86
51.888671875,30.64,93.21
52.6357421875,30.75,93.27
56.37109375,30.75,93.59
59.6240234375,30.6,93.86
60.376953125,30.51,93.93
0.375,,94.27
4.3154296875,29.15,94.59
5.0947265625,29.48,94.65
8.1669921875,29.91,94.91
9.162109375,30.78,94.99
12.30859375,29.2,95.25
13.1220703125,28.24,95.31
24.0517578125,30.13,96.23
27.5,31.09,96.52
30.5478515625,30.15,96.78
34.591796875,30.3,97.12
37.88671875,30.21,97.4
38.3955078125,30.1,97.44
41.7119140625,30.02,97.71
44.9599609375,30.65,97.99
49.025390625,30.14,98.33
52.181640625,31.54,98.61
56.169921875,30.72,98.95
59.2646484375,29.69,99.2
62.61328125,29.73,99.48
63.384765625,29.78,99.54
2.52734375,,99.82
5.697265625,33.82,100.12
6.587890625,34.39,100.2
9.7119140625,34.31,100.5
12.95703125,33.03,100.8
13.6640625,32.49,100.86
17.005859375,32.08,101.16
20.2333984375,33.21,101.46
20.8994140625,34.49,101.52
24.0546875,33.98,101.82
27.416015625,34.17,102.14
30.5732421875,33.95,102.44
31.2578125,33.56,102.5
34.6328125,34.03,102.82
37.7978515625,33.87,103.12
38.4794921875,33.7,103.18
41.6953125,33.34,103.48
44.8779296875,33.68,103.78
48.9736328125,33.65,104.16
52.0078125,32.81,104.44
52.736328125,31.53,104.5
56.0205078125,32.64,104.8
59.31640625,32.53,105.1
60.0166015625,32.81,105.16
63.1513671875,31.75,105.44
2.3896484375,,105.71
3.12890625,31.07,105.78
12.8154296875,31.62,106.63
13.5390625,31.74,106.69
16.7568359375,30.94,106.97
19.978515625,30.9,107.24
20.900390625,33.22,107.33
24.1064453125,31.05,107.6
27.1298828125,30.39,107.86
27.89453125,30.04,107.92
31.1259765625,30.8,108.2
34.42578125,30.17,108.48
35.1669921875,30.99,108.54
38.392578125,30.86,108.82
41.54296875,31.6,109.09
44.9169921875,31.77,109.39
45.6474609375,31.45,109.46
48.8564453125,31.02,109.73
52.748046875,31.48,110.07
59.2646484375,31.73,110.65
59.986328125,31.83,110.71
63.1669921875,31.3,110.99
3.248046875,,111.35
6.470703125,33.26,111.65
9.6884765625,33.32,111.94
12.8046875,31.94,112.22
13.5400390625,31.24,112.28
16.7734375,30.79,112.56
20.017578125,30.68,112.84
20.7666015625,30.67,112.9
23.984375,30.94,113.18
27.24609375,30.52,113.45
28.0068359375,30.2,113.52
34.333984375,30.26,114.05
35.091796875,30.31,114.11
38.3359375,30.68,114.39
41.482421875,29.2,114.65
44.7841796875,30.15,114.92
45.5654296875,29.4,114.99
49.4736328125,29.39,115.3
52.763671875,30.26,115.58
53.2626953125,30.69,115.62
57.3330078125,30.1,115.96
61.23828125,29.41,116.28
1.36328125,,116.62
2.1240234375,30.2,116.69
5.1875,29.99,116.94
5.958984375,29.78,117.01
9.2734375,30.03,117.28
13.138671875,29.72,117.6
13.96484375,27.8,117.67
17.072265625,29.57,117.92
20.3701171875,30.18,118.2
24.2900390625,31.25,118.54
28.34765625,30.19,118.88
31.630859375,30.32,119.15
34.630859375,30.63,119.41
35.404296875,29.7,119.47
38.7333984375,29.9,119.75
41.931640625,31.12,120.03
45.2568359375,29.94,120.3
46.037109375,29.44,120.37
52.3359375,30.39,120.9
53.072265625,31.2,120.96
56.4267578125,29.67,121.24
59.376953125,31.15,121.49
60.380859375,30.51,121.58
63.5185546875,31.73,121.86
2.642578125,,122.13
3.359375,32.05,122.2
6.7265625,31.84,122.49
9.943359375,30.94,122.77
13.12890625,31.25,123.05
13.88671875,30.31,123.11
17.1064453125,30.92,123.39
20.3095703125,31.08,123.66
21.056640625,30.75,123.73
24.3662109375,30.08,124.0
27.4423828125,29.87,124.26
28.205078125,30.12,124.32
34.68359375,30.73,124.88
35.435546875,30.55,124.94
38.7109375,30.39,125.22
45.732421875,30.54,125.81
49.05078125,30.0,126.09
49.81640625,30.0,126.15
53.0126953125,31.14,126.43
59.5078125,31.83,127.0
60.236328125,31.53,127.07
2.5908203125,,127.62
9.9091796875,31.39,128.26
10.6513671875,30.95,128.32
17.09375,30.9,128.87
17.8447265625,30.59,128.94
21.078125,30.79,129.22
24.12890625,30.12,129.47
27.3466796875,30.94,129.75
31.3447265625,30.64,130.09
35.3154296875,30.85,130.43
38.54296875,30.84,130.7
41.787109375,30.68,130.98
42.5419921875,30.43,131.04
45.6474609375,29.59,131.3
49.0322265625,29.41,131.58
53.0146484375,30.76,131.92
56.2470703125,30.8,132.19
59.2470703125,30.63,132.45
60.00390625,30.35,132.51
63.2333984375,30.82,132.79
3.2060546875,,133.13
6.5341796875,29.91,133.41
9.6357421875,29.63,133.66
10.1416015625,30.27,133.7
13.7138671875,30.01,134.0
17.654296875,31.09,134.34
20.9130859375,30.55,134.62
23.9873046875,29.89,134.87
31.306640625,30.34,135.49
34.5693359375,30.51,135.77
35.32421875,30.43,135.83
38.384765625,30.02,136.09
41.7119140625,29.92,136.36
42.484375,29.74,136.43
45.765625,30.34,136.7
49.609375,31.87,137.04
52.7333984375,31.86,137.32
55.8671875,31.76,137.6
56.8447265625,31.33,137.68
60.0830078125,30.74,137.96
63.330078125,30.66,138.23
2.3974609375,,138.49
3.140625,30.91,138.55
6.390625,30.63,138.83
9.677734375,30.28,139.11
10.435546875,30.31,139.17
13.6181640625,31.28,139.45
16.9423828125,29.94,139.72
17.7099609375,29.93,139.79
20.7822265625,29.91,140.04
24.056640625,30.4,140.32
24.8115234375,30.43,140.38
28.0,31.22,140.66
31.2265625,30.85,140.94
31.9560546875,31.49,141.0
35.2021484375,30.67,141.28
38.2666015625,29.98,141.53
41.576171875,30.08,141.81
42.34375,29.93,141.87
45.6005859375,30.56,142.15
48.828125,30.84,142.42
52.8095703125,30.77,142.76
56.0068359375,31.13,143.04
56.75390625,30.75,143.1
60.001953125,30.65,143.38
63.2412109375,30.73,143.66
0.0087890625,,143.72
3.09375,29.79,143.98
6.44140625,29.74,144.25
7.1904296875,30.67,144.32
10.2373046875,30.16,144.57
13.5029296875,30.48,144.85
14.2392578125,31.2,144.91
17.4482421875,31.02,145.19
20.6396484375,31.19,145.47
23.970703125,29.88,145.74
24.7255859375,30.43,145.81
27.9267578125,31.1,146.08
31.794921875,31.67,146.42
35.19921875,31.49,146.72
38.42578125,30.85,147.0
39.1572265625,31.41,147.06
42.0859375,31.37,147.32
45.5283203125,31.14,147.61
46.267578125,31.07,147.68
52.7607421875,30.66,148.23
56.7255859375,30.9,148.57
59.7509765625,30.37,148.83
63.7978515625,30.27,149.17
3.1357421875,,149.44
6.18359375,30.15,149.7
6.9580078125,29.66,149.76
10.234375,30.38,150.04
14.2646484375,30.4,150.38
20.7275390625,30.8,150.93
21.470703125,30.91,151.0
27.904296875,30.94,151.55
31.123046875,30.93,151.83
31.84375,31.87,151.89
38.228515625,32.38,152.46
42.1904296875,30.92,152.8
45.4072265625,30.94,153.08
52.50390625,31.29,153.7
56.6337890625,31.52,154.06
59.8349609375,31.1,154.34
62.908203125,32.39,154.61
2.9453125,,154.97
6.0908203125,31.65,155.25
10.251953125,31.28,155.61
13.380859375,31.81,155.89
14.0888671875,32.45,155.95
17.275390625,26.43,156.19
17.275390625,,156.19
17.275390625,,156.19
