timestamp,heart_rate
"01/17/2024, 17:50:31",92
"01/17/2024, 17:50:35",90
"01/17/2024, 17:50:38",88
"01/17/2024, 17:50:41",93
"01/17/2024, 17:50:44",99
"01/17/2024, 17:50:47",103
"01/17/2024, 17:50:51",107
"01/17/2024, 17:50:54",111
"01/17/2024, 17:50:57",114
"01/17/2024, 17:51:00",116
"01/17/2024, 17:51:03",118
"01/17/2024, 17:51:07",120
"01/17/2024, 17:51:10",122
"01/17/2024, 17:51:13",123
"01/17/2024, 17:51:16",124
"01/17/2024, 17:51:19",125
"01/17/2024, 17:51:23",125
"01/17/2024, 17:51:25",123
"01/17/2024, 17:51:28",121
"01/17/2024, 17:51:32",120
"01/17/2024, 17:51:35",120
"01/17/2024, 17:51:35",119
"01/17/2024, 17:51:39",119
"01/17/2024, 17:51:41",118
"01/17/2024, 17:51:42",118
"01/17/2024, 17:51:44",118
"01/17/2024, 17:51:45",118
"01/17/2024, 17:51:48",119
"01/17/2024, 17:51:51",120
"01/17/2024, 17:51:51",120
"01/17/2024, 17:51:54",119
"01/17/2024, 17:51:55",119
"01/17/2024, 17:51:57",118
"01/17/2024, 17:51:58",118
"01/17/2024, 17:52:00",118
"01/17/2024, 17:52:01",118
"01/17/2024, 17:52:04",119
"01/17/2024, 17:52:04",119
"01/17/2024, 17:52:07",120
"01/17/2024, 17:52:07",120
"01/17/2024, 17:52:10",120
"01/17/2024, 17:52:11",120
"01/17/2024, 17:52:13",119
"01/17/2024, 17:52:16",118
"01/17/2024, 17:52:20",115
"01/17/2024, 17:52:23",115
"01/17/2024, 17:52:26",117
"01/17/2024, 17:52:27",117
"01/17/2024, 17:52:30",117
"01/17/2024, 17:52:33",117
"01/17/2024, 17:52:33",117
"01/17/2024, 17:52:37",117
"01/17/2024, 17:52:40",119
"01/17/2024, 17:52:40",119
"01/17/2024, 17:52:44",121
"01/17/2024, 17:52:47",121
"01/17/2024, 17:52:50",120
"01/17/2024, 17:52:54",119
"01/17/2024, 17:52:57",118
"01/17/2024, 17:53:01",118
"01/17/2024, 17:53:04",117
"01/17/2024, 17:53:07",116
"01/17/2024, 17:53:10",115
"01/17/2024, 17:53:13",116
"01/17/2024, 17:53:17",116
"01/17/2024, 17:53:20",116
"01/17/2024, 17:53:23",116
"01/17/2024, 17:53:26",118
"01/17/2024, 17:53:29",120
"01/17/2024, 17:53:30",120
"01/17/2024, 17:53:33",121
"01/17/2024, 17:53:33",121
"01/17/2024, 17:53:36",121
"01/17/2024, 17:53:36",122
"01/17/2024, 17:53:39",121
"01/17/2024, 17:53:39",121
"01/17/2024, 17:53:42",120
"01/17/2024, 17:53:43",120
"01/17/2024, 17:53:45",121
"01/17/2024, 17:53:46",121
"01/17/2024, 17:53:49",121
"01/17/2024, 17:53:49",120
"01/17/2024, 17:53:52",118
"01/17/2024, 17:53:55",117
"01/17/2024, 17:53:55",117
"01/17/2024, 17:53:58",117
"01/17/2024, 17:54:01",116
"01/17/2024, 17:54:05",118
"01/17/2024, 17:54:08",118
"01/17/2024, 17:54:11",119
"01/17/2024, 17:54:14",119
"01/17/2024, 17:54:17",120
"01/17/2024, 17:54:21",120
"01/17/2024, 17:54:24",119
"01/17/2024, 17:54:27",120
"01/17/2024, 17:54:30",122
"01/17/2024, 17:54:34",121
"01/17/2024, 17:54:37",119
"01/17/2024, 17:54:38",119
"01/17/2024, 17:54:40",118
"01/17/2024, 17:54:41",118
"01/17/2024, 17:54:44",119
"01/17/2024, 17:54:47",121
"01/17/2024, 17:54:50",122
"01/17/2024, 17:54:53",123
"01/17/2024, 17:54:56",124
"01/17/2024, 17:55:00",124
"01/17/2024, 17:55:03",123
