timestamp,cadence
3.3076171875,86.9
6.830078125,85.17
10.353515625,85.14
12.439453125,86.29
16.6865234375,84.76
19.5009765625,85.27
22.3154296875,85.27
25.1708984375,84.05
28.640625,86.46
31.470703125,84.8
34.291015625,85.1
34.9765625,87.52
37.0400390625,87.23
40.4921875,86.9
43.8955078125,88.15
45.9345703125,88.28
50.0712890625,87.03
52.7783203125,88.66
54.8828125,85.53
56.2646484375,86.84
59.07421875,85.42
61.8681640625,85.9
0.6669921875,
4.1376953125,86.44
4.83203125,86.41
6.8935546875,87.31
9.654296875,86.93
15.8056640625,87.79
19.8701171875,88.57
24.8662109375,84.07
25.58203125,83.82
28.4111328125,84.83
31.2509765625,84.51
34.765625,85.36
37.4931640625,87.99
38.1796875,87.4
40.2421875,87.27
43.662109375,87.72
47.1806640625,85.26
53.4921875,85.56
56.2802734375,86.08
58.3310546875,87.77
59.03515625,85.21
1.2265625,
1.2265625,
3.9443359375,88.31
7.3037109375,89.3
9.9814453125,89.63
12.78125,85.72
16.91015625,87.19
18.9228515625,89.43
21.716796875,85.9
23.0283203125,91.5
28.12890625,94.11
28.806640625,88.53
32.1396484375,90.01
34.9296875,86.02
37.7099609375,86.32
40.4853515625,86.47
43.8388671875,89.46
45.9091796875,86.94
48.6748046875,86.78
51.42578125,87.24
54.9423828125,85.31
56.30078125,88.34
59.6904296875,88.5
62.3759765625,89.37
3.27734375,
10.2041015625,86.62
16.4052734375,87.08
19.166015625,86.93
19.166015625,
22.5654296875,88.25
25.345703125,86.32
28.169921875,84.98
35.099609375,86.58
37.1904296875,86.09
41.3271484375,87.03
44.1259765625,85.75
46.15234375,88.83
46.8369140625,87.65
50.275390625,87.25
53.052734375,86.41
58.6484375,85.78
61.4560546875,85.48
0.80078125,
4.638671875,93.8
9.349609375,89.15
10.7646484375,84.8
13.5966796875,84.74
16.2978515625,88.85
19.826171875,85.03
22.6455078125,85.13
25.4892578125,84.4
28.35546875,83.73
31.3037109375,81.4
38.4482421875,83.98
40.5703125,84.82
43.3232421875,87.18
44.009765625,87.4
47.42578125,87.82
49.4677734375,88.15
50.158203125,86.9
53.5146484375,89.38
56.1640625,90.59
62.232421875,88.99
0.9677734375,
7.0771484375,88.39
7.7470703125,89.56
9.78125,88.49
13.140625,89.3
13.8271484375,87.4
16.58984375,86.87
18.666015625,86.7
20.0224609375,88.47
22.8173828125,85.87
26.1337890625,90.46
28.7763671875,90.82
31.4921875,88.37
34.9052734375,87.9
37.57421875,89.92
40.3759765625,85.66
41.7216796875,89.17
43.7783203125,87.52
46.462890625,89.4
50.6064453125,86.88
52.7080078125,85.65
53.423828125,83.82
56.279296875,84.05
1.5078125,
4.2314453125,88.12
7.0625,84.77
10.54296875,86.2
11.240234375,86.05
13.3017578125,87.31
16.095703125,85.9
17.4970703125,85.63
20.2490234375,87.21
22.3154296875,87.11
25.7900390625,86.34
29.3544921875,84.16
34.8642578125,87.12
37.7568359375,82.97
39.9091796875,83.63
42.80078125,83.0
49.0634765625,86.22
53.9765625,85.49
56.740234375,86.84
59.4873046875,87.37
61.5859375,85.77
0.4248046875,
4.5654296875,86.94
6.52734375,91.75
9.8857421875,89.33
10.5654296875,88.28
13.35546875,86.02
15.435546875,86.54
16.1484375,84.16
19.6259765625,86.27
22.45703125,84.77
25.3310546875,83.51
28.1982421875,83.71
31.0498046875,84.16
34.4990234375,86.98
37.1943359375,89.04
39.990234375,85.84
42.822265625,84.74
44.25390625,83.82
49.0654296875,87.29
53.3515625,83.99
56.15234375,85.69
58.1865234375,88.49
58.8740234375,87.27
62.2841796875,87.97
0.998046875,
0.998046875,
3.734375,87.71
7.166015625,87.42
7.875,84.63
10.0185546875,83.97
12.8046875,86.14
16.39453125,83.57
18.5009765625,85.45
22.748046875,84.76
25.5,87.21
27.591796875,86.05
28.30859375,83.71
31.7783203125,86.46
34.59375,85.24
37.43359375,84.51
41.5009765625,88.51
43.5126953125,89.48
46.1591796875,90.69
50.1689453125,89.78
52.2109375,88.15
59.19921875,85.86
61.265625,87.11
61.95703125,86.78
1.3916015625,
4.16796875,86.44
4.16796875,
10.3916015625,86.77
13.0888671875,88.98
15.8701171875,86.29
19.9794921875,87.6
22.0576171875,86.62
24.859375,85.66
26.27734375,84.63
29.0986328125,85.07
31.15625,87.48
31.857421875,85.57
34.6171875,86.96
38.1484375,84.96
41.005859375,83.99
43.796875,85.99
49.45703125,84.8
55.75390625,85.76
58.5361328125,86.26
61.3271484375,85.99
0.8466796875,
2.2490234375,85.57
5.7841796875,84.86
8.6279296875,84.4
11.421875,85.9
13.484375,87.27
16.2421875,87.03
18.99609375,87.15
22.4990234375,85.64
25.3408203125,84.45
28.1640625,85.01
30.9365234375,86.57
37.8798828125,86.41
39.9560546875,86.7
44.2353515625,84.13
47.0068359375,86.6
49.78125,86.5
56.1064453125,85.37
58.8798828125,86.54
61.646484375,86.75
1.1240234375,
3.9482421875,84.98
9.4765625,86.83
13.69140625,85.41
16.572265625,83.31
18.67578125,85.57
19.3828125,84.86
22.201171875,85.16
25.681640625,86.2
28.39453125,88.47
37.29296875,87.66
41.3291015625,89.19
43.3603515625,88.62
46.158203125,85.78
47.54296875,86.66
50.32421875,86.29
52.40234375,86.62
55.1884765625,86.14
57.931640625,87.49
61.4091796875,86.27
62.7880859375,87.03
2.3427734375,
5.2626953125,82.19
5.99609375,81.81
8.1162109375,84.9
8.1162109375,
10.228515625,85.21
10.9541015625,82.69
13.171875,81.16
13.91796875,80.42
16.134765625,81.2
16.859375,82.8
18.9970703125,84.2
21.7294921875,87.83
25.1533203125,87.62
25.822265625,89.69
30.7158203125,85.83
31.4228515625,84.86
34.939453125,85.31
36.3349609375,85.99
37.751953125,84.69
46.8740234375,85.51
49.6875,85.3
52.38671875,88.91
55.1650390625,86.38
58.6796875,85.36
59.4013671875,83.14
61.568359375,83.06
0.4052734375,
1.10546875,85.69
4.3125,93.54
6.17578125,96.6
10.529296875,96.47
13.119140625,92.67
16.412109375,91.1
19.0400390625,91.33
22.1552734375,96.3
25.2978515625,95.46
28.404296875,96.57
29.021484375,97.22
30.91796875,94.91
34.048828125,95.82
35.294921875,96.3
37.8154296875,95.22
39.7021484375,95.4
44.1748046875,93.9
46.6728515625,96.08
49.853515625,94.32
53.1298828125,91.56
55.7451171875,91.77
55.7451171875,
59.0078125,91.95
61.6201171875,91.87
62.9755859375,88.53
0.3544921875,
3.796875,87.15
9.7998046875,89.96
16.6337890625,87.8
19.4091796875,86.47
22.7158203125,90.73
25.5302734375,85.27
28.3251953125,85.87
31.083984375,86.99
33.90234375,85.16
37.3408203125,87.25
41.4365234375,87.9
43.423828125,90.57
46.126953125,88.79
47.47265625,89.17
50.21484375,87.52
52.2451171875,88.66
52.9296875,87.65
56.287109375,89.35
61.66796875,89.21
1.052734375,
3.693359375,90.89
6.8935546875,93.74
10.748046875,93.4
12.751953125,89.82
15.4853515625,87.8
16.87109375,86.6
19.6416015625,86.63
21.7236328125,86.45
22.4189453125,86.29
25.8447265625,87.57
28.6552734375,85.39
31.48046875,84.95
34.275390625,85.87
43.513671875,84.43
44.2119140625,85.93
46.3525390625,84.09
49.2392578125,83.14
55.564453125,85.37
56.9794921875,84.8
60.623046875,82.34
63.4970703125,83.51
2.32421875,
4.447265625,84.78
7.298828125,84.16
10.1162109375,85.19
10.8310546875,83.93
12.978515625,83.82
12.978515625,
15.9248046875,81.46
18.7841796875,83.93
22.2314453125,87.03
24.2685546875,88.36
27.06640625,85.78
29.890625,84.98
32.689453125,85.75
34.7705078125,86.49
37.6201171875,84.22
40.4482421875,84.86
46.03125,85.98
48.8994140625,83.68
49.599609375,85.69
52.3447265625,87.43
54.423828125,86.58
58.654296875,85.1
61.3984375,87.46
0.728515625,
3.4052734375,89.66
6.7353515625,90.09
9.486328125,87.24
12.185546875,88.91
13.5830078125,85.87
15.662109375,86.58
18.4208984375,86.99
22.5390625,87.42
23.9599609375,84.45
28.2353515625,84.2
31.0146484375,86.35
34.466796875,86.9
40.064453125,85.75
40.064453125,
42.8330078125,86.69
46.328125,85.83
47.0517578125,82.91
49.166015625,85.14
51.93359375,86.72
57.9365234375,89.96
62.01171875,88.34
0.7509765625,
2.7685546875,89.22
3.4365234375,89.82
6.8037109375,89.1
9.525390625,88.18
9.525390625,
15.7021484375,87.42
18.48046875,86.38
21.24609375,86.78
27.51171875,86.18
31.6826171875,86.31
36.5029296875,87.13
37.1865234375,87.77
40.6708984375,86.1
43.443359375,86.57
46.326171875,83.25
52.013671875,84.4
55.4599609375,87.05
58.91015625,86.95
0.4423828125,
1.134765625,86.66
6.041015625,85.61
6.7568359375,83.82
10.3359375,83.82
13.1787109375,84.42
13.1787109375,
15.931640625,87.18
18.6748046875,87.49
21.46484375,86.02
25.029296875,84.16
27.8173828125,86.08
28.52734375,84.51
30.6376953125,85.29
33.435546875,85.78
34.82421875,86.41
37.6416015625,85.19
39.771484375,84.51
43.3349609375,84.19
46.8046875,86.46
48.79296875,90.53
49.4677734375,88.91
55.4775390625,89.85
58.1884765625,88.53
61.6689453125,86.2
0.4619140625,
3.2822265625,85.1
7.462890625,86.11
9.5625,85.73
12.9892578125,87.55
16.5009765625,85.43
17.931640625,83.88
19.3466796875,84.8
22.173828125,84.89
24.978515625,85.57
31.1513671875,87.48
33.8798828125,87.96
40.9541015625,84.82
43.0771484375,84.78
45.8544921875,86.41
46.537109375,87.9
49.9853515625,87.0
52.7568359375,86.6
55.48828125,87.87
58.9453125,86.78
61.732421875,86.11
0.5205078125,
6.951171875,83.97
10.453125,85.67
12.58203125,84.55
15.3173828125,87.74
21.4892578125,87.49
22.181640625,86.66
25.728515625,84.58
28.455078125,88.02
31.150390625,89.04
34.5,89.56
37.244140625,87.46
39.9814453125,87.68
44.0283203125,88.96
46.103515625,86.74
48.91015625,85.51
50.28515625,87.27
53.0400390625,87.12
55.0927734375,87.69
62.083984375,85.82
0.87890625,
3.7509765625,83.56
6.576171875,84.95
10.0966796875,85.21
12.8916015625,85.87
13.5927734375,85.57
15.6767578125,86.37
18.4658203125,86.05
22.578125,87.54
24.64453125,87.11
28.767578125,87.31
31.5087890625,87.55
34.8359375,90.17
37.4208984375,92.84
43.5712890625,87.8
46.3232421875,87.21
47.6748046875,88.79
49.689453125,89.35
52.4345703125,87.43
56.4775390625,89.04
58.5283203125,87.77
62.53515625,89.85
1.1640625,
4.4814453125,90.43
7.1708984375,89.24
9.8974609375,88.02
13.2490234375,89.51
15.9658203125,88.34
15.9658203125,
17.482421875,39.56
17.482421875,
17.482421875,
