timestamp,cadence
1705617898.033673,
1705617898.763643,
1705617904.202387,
1705617906.921139,
1705617909.641252,
1705617912.360468,
1705617915.080084,
1705617917.799458,
1705617920.518865,6.22
1705617923.238327,49.03
1705617925.957678,54.63
1705617928.676989,60.22
1705617931.396469,65.26
1705617934.115982,65.89
1705617934.858415,69.03
1705617937.577792,61.16
1705617940.297205,
1705617943.759103,
1705617946.478539,
1705617949.940427,
1705617952.659891,
